,Date,Team,Opp,ML,Spread,Total,SpreadClose,TotalClose
788,2008-12-21,PHI,WAS,-230.0,-5.0,39.5,-5.5,37.5
789,2008-12-21,WAS,PHI,190.0,5.0,39.5,5.5,37.5
790,2009-01-11,SD,PIT,240.0,7.0,39.5,6.5,38.5
791,2009-01-11,PIT,SD,-280.0,-7.0,39.5,-6.5,38.5
792,2009-09-13,MIN,CLE,-235.0,-2.5,39.5,-4.5,40.0
793,2009-09-13,CLE,MIN,195.0,2.5,39.5,4.5,40.0
794,2009-09-13,WAS,NYG,225.0,6.0,39.5,6.0,37.0
795,2009-09-13,NYG,WAS,-265.0,-6.0,39.5,-6.0,37.0
796,2009-11-01,DEN,BAL,185.0,3.5,39.5,4.5,42.5
797,2009-11-01,BAL,DEN,-225.0,-3.5,39.5,-4.5,42.5
798,2009-11-29,MIA,BUF,-200.0,-3.0,39.5,-3.5,38.5
799,2009-11-29,BUF,MIA,170.0,3.0,39.5,3.5,38.5
800,2009-12-27,KC,CIN,485.0,13.5,39.5,13.0,39.5
801,2009-12-27,CIN,KC,-620.0,-13.5,39.5,-13.0,39.5
802,2010-09-19,SEA,DEN,160.0,3.0,39.5,3.5,41.0
803,2010-09-19,DEN,SEA,-180.0,-3.0,39.5,-3.5,41.0
804,2010-11-18,CHI,MIA,115.0,3.0,39.5,2.5,40.0
805,2010-11-18,MIA,CHI,-135.0,-3.0,39.5,-2.5,40.0
806,2010-12-05,PIT,BAL,150.0,2.5,39.5,3.0,38.5
807,2010-12-05,BAL,PIT,-180.0,-2.5,39.5,-3.0,38.5
808,2010-12-26,SF,STL,115.0,1.0,39.5,2.5,40.5
809,2010-12-26,STL,SF,-135.0,-1.0,39.5,-2.5,40.5
810,2011-09-18,CIN,DEN,160.0,5.0,39.5,3.0,40.5
811,2011-09-18,DEN,CIN,-180.0,-5.0,39.5,-3.0,40.5
812,2011-10-02,NYJ,BAL,200.0,3.5,39.5,5.0,43.0
813,2011-10-02,BAL,NYJ,-240.0,-3.5,39.5,-5.0,43.0
814,2011-10-30,CLE,SF,350.0,9.5,39.5,9.5,38.5
815,2011-10-30,SF,CLE,-450.0,-9.5,39.5,-9.5,38.5
816,2011-11-06,MIA,KC,210.0,5.0,39.5,5.5,40.5
817,2011-11-06,KC,MIA,-250.0,-5.0,39.5,-5.5,40.5
818,2011-11-06,SF,WAS,-230.0,-4.0,39.5,-5.5,38.0
819,2011-11-06,WAS,SF,190.0,4.0,39.5,5.5,38.0
820,2011-11-13,BAL,SEA,-320.0,-7.5,39.5,-7.0,38.5
821,2011-11-13,SEA,BAL,260.0,7.5,39.5,7.0,38.5
822,2011-11-27,PIT,KC,-600.0,-10.5,39.5,-10.5,42.0
823,2011-11-27,KC,PIT,440.0,10.5,39.5,10.5,42.0
824,2011-12-08,CLE,PIT,816.0,14.0,39.5,14.0,40.5
825,2011-12-08,PIT,CLE,-1100.0,-14.0,39.5,-14.0,40.5
826,2012-09-16,OAK,MIA,-135.0,-3.0,39.5,-1.0,41.0
827,2012-09-16,MIA,OAK,115.0,3.0,39.5,1.0,41.0
828,2012-10-18,SEA,SF,295.0,9.0,39.5,7.5,37.5
829,2012-10-18,SF,SEA,-355.0,-9.0,39.5,-7.5,37.5
830,2012-12-09,NYJ,JAC,-165.0,-3.0,39.5,-3.0,39.0
831,2012-12-09,JAC,NYJ,145.0,3.0,39.5,3.0,39.0
832,2013-09-15,JAC,OAK,180.0,5.5,39.5,4.0,41.0
833,2013-09-15,OAK,JAC,-220.0,-5.5,39.5,-4.0,41.0
834,2013-10-06,KC,TEN,-155.0,-3.5,39.5,-3.0,38.5
835,2013-10-06,TEN,KC,135.0,3.5,39.5,3.0,38.5
836,2013-10-20,HOU,KC,230.0,4.0,39.5,6.5,39.0
837,2013-10-20,KC,HOU,-280.0,-4.0,39.5,-6.5,39.0
838,2013-12-22,CLE,NYJ,115.0,1.0,39.5,2.5,41.5
839,2013-12-22,NYJ,CLE,-135.0,-1.0,39.5,-2.5,41.5
840,2014-09-07,OAK,NYJ,245.0,4.5,39.5,6.5,41.0
841,2014-09-07,NYJ,OAK,-305.0,-4.5,39.5,-6.5,41.0
842,2014-09-07,CAR,TB,195.0,-2.0,39.5,5.0,38.5
843,2014-09-07,TB,CAR,-230.0,2.0,39.5,-5.0,38.5
844,2014-12-21,BUF,OAK,-280.0,-6.0,39.5,-6.5,42.0
845,2014-12-21,OAK,BUF,235.0,6.0,39.5,6.5,42.0
846,2017-10-08,NYJ,CLE,-125.0,1.0,39.5,-1.5,41.0
847,2017-10-08,CLE,NYJ,105.0,-1.0,39.5,1.5,41.0
848,2017-10-22,BAL,MIN,205.0,4.5,39.5,5.0,37.5
849,2017-10-22,MIN,BAL,-255.0,-4.5,39.5,-5.0,37.5
850,2017-11-05,CIN,JAC,210.0,3.5,39.5,5.5,38.0
851,2017-11-05,JAC,CIN,-260.0,-3.5,39.5,-5.5,38.0
852,2017-11-13,MIA,CAR,318.0,9.0,39.5,8.0,38.5
853,2017-11-13,CAR,MIA,-401.0,-9.0,39.5,-8.0,38.5
854,2017-11-26,CAR,NYJ,-260.0,-4.0,39.5,-6.0,39.5
855,2017-11-26,NYJ,CAR,210.0,4.0,39.5,6.0,39.5
856,2017-12-10,SEA,JAC,125.0,3.5,39.5,2.5,41.0
857,2017-12-10,JAC,SEA,-145.0,-3.5,39.5,-2.5,41.0
858,2017-12-10,GB,CLE,-140.0,-4.0,39.5,-2.5,37.5
859,2017-12-10,CLE,GB,120.0,4.0,39.5,2.5,37.5
860,2018-10-07,TEN,BUF,-300.0,-4.0,39.5,-6.5,38.0
861,2018-10-07,BUF,TEN,240.0,4.0,39.5,6.5,38.0
862,2018-12-23,JAC,MIA,150.0,5.0,39.5,3.0,39.0
863,2018-12-23,MIA,JAC,-180.0,-5.0,39.5,-3.0,39.0
866,2007-09-10,BAL,CIN,125.0,3.0,40.0,3.0,40.0
867,2007-09-10,CIN,BAL,-145.0,-3.0,40.0,-3.0,40.0
868,2007-09-16,MIN,DET,155.0,3.5,40.0,3.0,43.5
869,2007-09-16,DET,MIN,-175.0,-3.5,40.0,-3.0,43.5
870,2007-09-30,OAK,MIA,170.0,4.0,40.0,3.5,39.5
871,2007-09-30,MIA,OAK,-200.0,-4.0,40.0,-3.5,39.5
872,2007-09-30,GB,MIN,-115.0,-1.0,40.0,0.0,38.0
873,2007-09-30,MIN,GB,-105.0,1.0,40.0,0.0,38.0
874,2007-09-30,PIT,ARI,-240.0,-4.0,40.0,-5.5,42.5
875,2007-09-30,ARI,PIT,200.0,4.0,40.0,5.5,42.5
876,2007-09-30,KC,SD,700.0,12.5,40.0,12.5,39.0
877,2007-09-30,SD,KC,-1000.0,-12.5,40.0,-12.5,39.0
878,2007-10-07,ATL,TEN,275.0,8.0,40.0,7.0,41.5
879,2007-10-07,TEN,ATL,-325.0,-8.0,40.0,-7.0,41.5
880,2007-10-14,CAR,ARI,230.0,4.5,40.0,6.0,38.5
881,2007-10-14,ARI,CAR,-270.0,-4.5,40.0,-6.0,38.5
882,2007-10-21,SF,NYG,425.0,9.0,40.0,9.5,39.0
883,2007-10-21,NYG,SF,-525.0,-9.0,40.0,-9.5,39.0
884,2007-10-21,STL,SEA,275.0,9.5,40.0,7.5,39.0
885,2007-10-21,SEA,STL,-325.0,-9.5,40.0,-7.5,39.0
886,2007-11-04,JAC,NO,170.0,4.0,40.0,3.5,39.5
887,2007-11-04,NO,JAC,-200.0,-4.0,40.0,-3.5,39.5
888,2007-12-30,SF,CLE,450.0,13.5,40.0,11.5,41.0
889,2007-12-30,CLE,SF,-550.0,-13.5,40.0,-11.5,41.0
890,2008-01-05,WAS,SEA,155.0,4.0,40.0,3.0,38.5
891,2008-01-05,SEA,WAS,-175.0,-4.0,40.0,-3.0,38.5
892,2008-09-04,WAS,NYG,175.0,3.5,40.0,4.5,41.5
893,2008-09-04,NYG,WAS,-210.0,-3.5,40.0,-4.5,41.5
894,2008-09-14,SF,SEA,220.0,10.0,40.0,6.5,38.0
895,2008-09-14,SEA,SF,-260.0,-10.0,40.0,-6.5,38.0
896,2008-09-28,HOU,JAC,250.0,9.0,40.0,6.5,43.0
897,2008-09-28,JAC,HOU,-300.0,-9.0,40.0,-6.5,43.0
898,2008-11-02,ATL,OAK,-145.0,-2.5,40.0,-3.0,41.5
899,2008-11-02,OAK,ATL,125.0,2.5,40.0,3.0,41.5
900,2008-11-13,NYJ,NE,127.0,3.0,40.0,3.0,41.0
901,2008-11-13,NE,NYJ,-147.0,-3.0,40.0,-3.0,41.0
902,2008-11-16,TEN,JAC,-135.0,-3.0,40.0,-2.5,39.5
903,2008-11-16,JAC,TEN,115.0,3.0,40.0,2.5,39.5
904,2008-11-16,DET,CAR,650.0,15.0,40.0,14.0,40.5
905,2008-11-16,CAR,DET,-900.0,-15.0,40.0,-14.0,40.5
906,2008-11-23,NYJ,TEN,200.0,5.0,40.0,6.0,40.5
907,2008-11-23,TEN,NYJ,-240.0,-5.0,40.0,-6.0,40.5
908,2008-11-23,MIN,JAC,115.0,0.0,40.0,2.5,41.0
909,2008-11-23,JAC,MIN,-135.0,0.0,40.0,-2.5,41.0
910,2008-11-30,PIT,NE,110.0,0.0,40.0,2.5,40.0
911,2008-11-30,NE,PIT,-130.0,0.0,40.0,-2.5,40.0
912,2008-12-14,NE,OAK,-300.0,-7.5,40.0,-7.0,38.5
913,2008-12-14,OAK,NE,250.0,7.5,40.0,7.0,38.5
914,2008-12-21,CAR,NYG,175.0,3.0,40.0,4.0,38.0
915,2008-12-21,NYG,CAR,-210.0,-3.0,40.0,-4.0,38.0
916,2009-01-11,PHI,NYG,165.0,5.0,40.0,4.0,39.0
917,2009-01-11,NYG,PHI,-190.0,-5.0,40.0,-4.0,39.0
918,2009-09-20,CLE,DEN,160.0,3.0,40.0,3.0,38.5
919,2009-09-20,DEN,CLE,-190.0,-3.0,40.0,-3.0,38.5
920,2009-09-27,CLE,BAL,600.0,14.0,40.0,13.5,38.0
921,2009-09-27,BAL,CLE,-800.0,-14.0,40.0,-13.5,38.0
922,2009-10-11,MIN,STL,-600.0,-10.0,40.0,-10.0,40.5
923,2009-10-11,STL,MIN,400.0,10.0,40.0,10.0,40.5
924,2009-10-18,STL,JAC,340.0,12.5,40.0,9.5,42.5
925,2009-10-18,JAC,STL,-440.0,-12.5,40.0,-9.5,42.5
926,2009-11-01,MIA,NYJ,170.0,4.0,40.0,3.5,40.0
927,2009-11-01,NYJ,MIA,-200.0,-4.0,40.0,-3.5,40.0
928,2009-11-09,PIT,DEN,-150.0,-2.5,40.0,-3.0,41.5
929,2009-11-09,DEN,PIT,130.0,2.5,40.0,3.0,41.5
930,2010-01-03,IND,BUF,300.0,6.0,40.0,8.0,32.5
931,2010-01-03,BUF,IND,-360.0,-6.0,40.0,-8.0,32.5
932,2010-01-03,JAC,CLE,105.0,2.5,40.0,2.0,35.5
933,2010-01-03,CLE,JAC,-125.0,-2.5,40.0,-2.0,35.5
934,2010-09-12,CAR,NYG,220.0,7.0,40.0,6.0,40.5
935,2010-09-12,NYG,CAR,-260.0,-7.0,40.0,-6.0,40.5
936,2010-09-26,CIN,CAR,-175.0,-3.5,40.0,-3.0,37.0
937,2010-09-26,CAR,CIN,155.0,3.5,40.0,3.0,37.0
938,2010-09-26,OAK,ARI,200.0,4.0,40.0,5.5,39.0
939,2010-09-26,ARI,OAK,-240.0,-4.0,40.0,-5.5,39.0
940,2010-10-17,CLE,PIT,650.0,13.0,40.0,14.0,37.5
941,2010-10-17,PIT,CLE,-900.0,-13.0,40.0,-14.0,37.5
942,2010-10-17,NYJ,DEN,-200.0,-3.0,40.0,-3.5,43.0
943,2010-10-17,DEN,NYJ,170.0,3.0,40.0,3.5,43.0
944,2010-10-24,PIT,MIA,-155.0,-3.0,40.0,-3.0,40.5
945,2010-10-24,MIA,PIT,135.0,3.0,40.0,3.0,40.5
946,2010-10-24,WAS,CHI,140.0,3.0,40.0,3.0,40.0
947,2010-10-24,CHI,WAS,-160.0,-3.0,40.0,-3.0,40.0
948,2010-10-31,TB,ARI,155.0,3.5,40.0,3.0,38.0
949,2010-10-31,ARI,TB,-175.0,-3.5,40.0,-3.0,38.0
950,2010-10-31,SEA,OAK,110.0,1.5,40.0,1.5,40.5
951,2010-10-31,OAK,SEA,-130.0,-1.5,40.0,-1.5,40.5
952,2010-11-07,MIA,BAL,180.0,5.5,40.0,5.0,41.0
953,2010-11-07,BAL,MIA,-220.0,-5.5,40.0,-5.0,41.0
954,2010-12-05,CAR,SEA,200.0,6.5,40.0,5.0,40.5
955,2010-12-05,SEA,CAR,-250.0,-6.5,40.0,-5.0,40.5
956,2010-12-19,CLE,CIN,-110.0,1.0,40.0,0.0,41.0
957,2010-12-19,CIN,CLE,-110.0,-1.0,40.0,0.0,41.0
958,2011-01-16,SEA,CHI,350.0,10.0,40.0,10.0,43.0
959,2011-01-16,CHI,SEA,-450.0,-10.0,40.0,-10.0,43.0
960,2011-09-25,SF,CIN,105.0,1.0,40.0,1.0,38.5
961,2011-09-25,CIN,SF,-125.0,-1.0,40.0,-1.0,38.5
962,2011-10-02,MIN,KC,-165.0,-1.0,40.0,-3.0,40.0
963,2011-10-02,KC,MIN,145.0,1.0,40.0,3.0,40.0
964,2011-10-23,SEA,CLE,165.0,3.0,40.0,3.0,41.0
965,2011-10-23,CLE,SEA,-190.0,-3.0,40.0,-3.0,41.0
966,2011-11-06,CLE,HOU,425.0,10.5,40.0,11.0,42.5
967,2011-11-06,HOU,CLE,-550.0,-10.5,40.0,-11.0,42.5
968,2011-11-27,HOU,JAC,-285.0,-3.5,40.0,-6.0,37.0
969,2011-11-27,JAC,HOU,225.0,3.5,40.0,6.0,37.0
970,2011-12-05,SD,JAC,-170.0,-1.5,40.0,-3.0,40.0
971,2011-12-05,JAC,SD,150.0,1.5,40.0,3.0,40.0
972,2011-12-11,TB,JAC,-145.0,-2.5,40.0,-3.0,42.0
973,2011-12-11,JAC,TB,125.0,2.5,40.0,3.0,42.0
974,2011-12-24,ARI,CIN,180.0,5.5,40.0,4.0,41.0
975,2011-12-24,CIN,ARI,-220.0,-5.5,40.0,-4.0,41.0
976,2012-09-16,CLE,CIN,265.0,7.0,40.0,7.0,40.0
977,2012-09-16,CIN,CLE,-325.0,-7.0,40.0,-7.0,40.0
978,2012-10-21,ARI,MIN,255.0,4.0,40.0,7.0,39.0
979,2012-10-21,MIN,ARI,-305.0,-4.0,40.0,-7.0,39.0
980,2012-12-09,MIA,SF,465.0,10.5,40.0,10.0,38.5
981,2012-12-09,SF,MIA,-615.0,-10.5,40.0,-10.0,38.5
982,2012-12-30,OAK,SD,300.0,10.5,40.0,8.0,41.5
983,2012-12-30,SD,OAK,-360.0,-10.5,40.0,-8.0,41.5
984,2013-09-16,PIT,CIN,255.0,6.5,40.0,6.5,40.5
985,2013-09-16,CIN,PIT,-305.0,-6.5,40.0,-6.5,40.5
986,2013-10-27,SF,JAC,-1250.0,-14.0,40.0,-15.5,40.0
987,2013-10-27,JAC,SF,790.0,14.0,40.0,15.5,40.0
988,2013-10-27,CLE,KC,270.0,7.0,40.0,7.0,39.0
989,2013-10-27,KC,CLE,-330.0,-7.0,40.0,-7.0,39.0
990,2013-11-03,BAL,CLE,-116.0,-3.0,40.0,-1.0,42.5
991,2013-11-03,CLE,BAL,-104.0,3.0,40.0,1.0,42.5
992,2013-11-17,ARI,JAC,-405.0,-6.5,40.0,-9.5,40.5
993,2013-11-17,JAC,ARI,325.0,6.5,40.0,9.5,40.5
994,2013-11-24,CAR,MIA,-215.0,-3.5,40.0,-4.0,40.0
995,2013-11-24,MIA,CAR,185.0,3.5,40.0,4.0,40.0
996,2013-12-15,NYJ,CAR,345.0,10.5,40.0,10.0,40.0
997,2013-12-15,CAR,NYJ,-435.0,-10.5,40.0,-10.0,40.0
998,2014-09-14,HOU,OAK,-164.0,-3.0,40.0,-3.0,41.0
999,2014-09-14,OAK,HOU,139.0,3.0,40.0,3.0,41.0
1000,2014-09-21,PIT,CAR,170.0,3.5,40.0,3.0,43.0
1001,2014-09-21,CAR,PIT,-200.0,-3.5,40.0,-3.0,43.0
1002,2014-09-28,MIA,OAK,-185.0,-3.5,40.0,-4.0,41.0
1003,2014-09-28,OAK,MIA,160.0,3.5,40.0,4.0,41.0
1004,2014-12-07,NYJ,MIN,175.0,5.5,40.0,4.0,40.0
1005,2014-12-07,MIN,NYJ,-205.0,-5.5,40.0,-4.0,40.0
1006,2014-12-07,KC,ARI,-140.0,0.0,40.0,-3.0,41.0
1007,2014-12-07,ARI,KC,121.0,0.0,40.0,3.0,41.0
1008,2015-10-04,CAR,TB,-157.0,-3.0,40.0,-3.0,40.0
1009,2015-10-04,TB,CAR,138.0,3.0,40.0,3.0,40.0
1010,2015-11-01,SF,STL,315.0,9.0,40.0,7.5,41.0
1011,2015-11-01,STL,SF,-385.0,-9.0,40.0,-7.5,41.0
1012,2015-11-08,STL,MIN,100.0,3.0,40.0,1.0,40.0
1013,2015-11-08,MIN,STL,-120.0,-3.0,40.0,-1.0,40.0
1014,2016-01-03,WAS,DAL,150.0,1.0,40.0,3.0,41.0
1015,2016-01-03,DAL,WAS,-170.0,-1.0,40.0,-3.0,41.0
1016,2016-01-17,PIT,DEN,265.0,7.0,40.0,7.0,41.0
1017,2016-01-17,DEN,PIT,-320.0,-7.0,40.0,-7.0,41.0
1018,2016-10-09,HOU,MIN,219.0,6.0,40.0,6.0,39.0
1019,2016-10-09,MIN,HOU,-269.0,-6.0,40.0,-6.0,39.0
1020,2016-10-09,BUF,LA,-143.0,2.5,40.0,-2.5,41.5
1021,2016-10-09,LA,BUF,123.0,-2.5,40.0,2.5,41.5
1022,2016-10-23,MIN,PHI,-140.0,-2.5,40.0,-3.0,39.0
1023,2016-10-23,PHI,MIN,120.0,2.5,40.0,3.0,39.0
1024,2016-12-11,MIN,JAC,-179.0,-3.0,40.0,-3.0,38.0
1025,2016-12-11,JAC,MIN,159.0,3.0,40.0,3.0,38.0
1026,2017-01-01,CHI,MIN,220.0,6.5,40.0,6.0,44.0
1027,2017-01-01,MIN,CHI,-260.0,-6.5,40.0,-6.0,44.0
1028,2017-01-01,OAK,DEN,105.0,3.5,40.0,1.5,40.0
1029,2017-01-01,DEN,OAK,-125.0,-3.5,40.0,-1.5,40.0
1030,2017-10-01,JAC,NYJ,-230.0,-3.5,40.0,-4.5,38.5
1031,2017-10-01,NYJ,JAC,185.0,3.5,40.0,4.5,38.5
1032,2017-10-01,CIN,CLE,-185.0,-4.0,40.0,-3.0,41.5
1033,2017-10-01,CLE,CIN,155.0,4.0,40.0,3.0,41.5
1034,2017-10-08,BAL,OAK,130.0,0.0,40.0,3.0,40.5
1035,2017-10-08,OAK,BAL,-150.0,0.0,40.0,-3.0,40.5
1036,2017-10-15,CHI,BAL,184.0,7.0,40.0,5.0,39.5
1037,2017-10-15,BAL,CHI,-220.0,-7.0,40.0,-5.0,39.5
1038,2017-11-19,CIN,DEN,130.0,2.5,40.0,2.5,38.0
1039,2017-11-19,DEN,CIN,-150.0,-2.5,40.0,-2.5,38.0
1040,2017-12-17,PHI,NYG,-400.0,-8.0,40.0,-7.5,41.0
1041,2017-12-17,NYG,PHI,300.0,8.0,40.0,7.5,41.0
1042,2017-12-17,HOU,JAC,425.0,13.0,40.0,10.5,39.5
1043,2017-12-17,JAC,HOU,-600.0,-13.0,40.0,-10.5,39.5
1044,2017-12-17,BAL,CLE,-310.0,-9.0,40.0,-6.5,42.5
1045,2017-12-17,CLE,BAL,250.0,9.0,40.0,6.5,42.5
1046,2017-12-31,WAS,NYG,-240.0,-3.0,40.0,-5.0,41.0
1047,2017-12-31,NYG,WAS,190.0,3.0,40.0,5.0,41.0
1048,2017-12-31,CHI,MIN,650.0,12.5,40.0,13.0,38.5
1049,2017-12-31,MIN,CHI,-1000.0,-12.5,40.0,-13.0,38.5
1050,2018-09-23,CHI,ARI,-265.0,-5.5,40.0,-5.5,39.0
1051,2018-09-23,ARI,CHI,219.0,5.5,40.0,5.5,39.0
1052,2018-12-02,NYJ,TEN,400.0,10.0,40.0,9.5,40.5
1053,2018-12-02,TEN,NYJ,-550.0,-10.0,40.0,-9.5,40.5
1054,2018-12-30,ARI,SEA,700.0,13.5,40.0,14.5,40.0
1055,2018-12-30,SEA,ARI,-1100.0,-13.5,40.0,-14.5,40.0
1056,2019-10-13,TEN,DEN,-105.0,-2.0,40.0,1.0,40.5
1057,2019-10-13,DEN,TEN,-115.0,2.0,40.0,-1.0,40.5
1058,2019-10-24,WAS,MIN,800.0,14.0,40.0,16.5,41.5
1059,2019-10-24,MIN,WAS,-1400.0,-14.0,40.0,-16.5,41.5
1060,2019-11-03,TEN,CAR,160.0,4.5,40.0,3.5,43.0
1061,2019-11-03,CAR,TEN,-190.0,-4.5,40.0,-3.5,43.0
1062,2019-11-24,PIT,CIN,-250.0,-7.0,40.0,-6.0,37.0
1063,2019-11-24,CIN,PIT,200.0,7.0,40.0,6.0,37.0
1064,2019-12-15,PHI,WAS,-310.0,-6.0,40.0,-6.5,39.0
1065,2019-12-15,WAS,PHI,250.0,6.0,40.0,6.5,39.0
1066,2019-12-15,NE,CIN,-650.0,-11.0,40.0,-10.5,42.0
1067,2019-12-15,CIN,NE,450.0,11.0,40.0,10.5,42.0
1070,2007-09-09,NE,NYJ,-260.0,-6.5,40.5,-6.0,41.5
1071,2007-09-09,NYJ,NE,220.0,6.5,40.5,6.0,41.5
1072,2007-11-11,MIN,GB,190.0,6.5,40.5,5.5,40.5
1073,2007-11-11,GB,MIN,-230.0,-6.5,40.5,-5.5,40.5
1074,2007-11-18,SD,JAC,150.0,3.0,40.5,3.0,40.5
1075,2007-11-18,JAC,SD,-170.0,-3.0,40.5,-3.0,40.5
1076,2007-11-18,PIT,NYJ,-425.0,-8.5,40.5,-9.0,40.5
1077,2007-11-18,NYJ,PIT,355.0,8.5,40.5,9.0,40.5
1078,2007-12-09,TB,HOU,-150.0,-1.5,40.5,-3.0,39.5
1079,2007-12-09,HOU,TB,130.0,1.5,40.5,3.0,39.5
1080,2008-10-05,ATL,GB,200.0,3.5,40.5,5.0,42.5
1081,2008-10-05,GB,ATL,-240.0,-3.5,40.5,-5.0,42.5
1082,2008-10-26,BUF,MIA,-105.0,-1.0,40.5,-1.5,42.0
1083,2008-10-26,MIA,BUF,-115.0,1.0,40.5,1.5,42.0
1084,2008-10-26,TB,DAL,105.0,0.0,40.5,1.5,40.5
1085,2008-10-26,DAL,TB,-125.0,0.0,40.5,-1.5,40.5
1086,2008-11-02,JAC,CIN,-320.0,-8.0,40.5,-7.0,40.0
1087,2008-11-02,CIN,JAC,260.0,8.0,40.5,7.0,40.0
1088,2008-12-07,JAC,CHI,250.0,8.0,40.5,6.5,40.0
1089,2008-12-07,CHI,JAC,-300.0,-8.0,40.5,-6.5,40.0
1090,2009-09-20,SEA,SF,100.0,1.0,40.5,1.0,39.0
1091,2009-09-20,SF,SEA,-120.0,-1.0,40.5,-1.0,39.0
1092,2009-09-27,KC,PHI,260.0,8.5,40.5,7.0,39.0
1093,2009-09-27,PHI,KC,-320.0,-8.5,40.5,-7.0,39.0
1094,2009-11-01,CLE,CHI,400.0,13.5,40.5,12.0,40.0
1095,2009-11-01,CHI,CLE,-600.0,-13.5,40.5,-12.0,40.0
1096,2009-11-01,HOU,BUF,-200.0,-3.5,40.5,-3.0,42.0
1097,2009-11-01,BUF,HOU,170.0,3.5,40.5,3.0,42.0
1098,2009-11-16,BAL,CLE,-580.0,-10.5,40.5,-11.0,39.5
1099,2009-11-16,CLE,BAL,430.0,10.5,40.5,11.0,39.5
1100,2009-11-26,OAK,DAL,650.0,14.0,40.5,13.5,40.5
1101,2009-11-26,DAL,OAK,-850.0,-14.0,40.5,-13.5,40.5
1102,2010-01-03,SF,STL,-310.0,-7.0,40.5,-7.0,39.5
1103,2010-01-03,STL,SF,255.0,7.0,40.5,7.0,39.5
1104,2010-09-12,ATL,PIT,-130.0,0.0,40.5,-1.5,39.5
1105,2010-09-12,PIT,ATL,110.0,0.0,40.5,1.5,39.5
1106,2010-10-10,JAC,BUF,115.0,1.0,40.5,2.5,41.5
1107,2010-10-10,BUF,JAC,-135.0,-1.0,40.5,-2.5,41.5
1108,2010-10-17,OAK,SF,290.0,6.0,40.5,7.5,41.0
1109,2010-10-17,SF,OAK,-350.0,-6.0,40.5,-7.5,41.0
1110,2010-11-07,CHI,BUF,-150.0,-1.0,40.5,-3.0,41.5
1111,2010-11-07,BUF,CHI,130.0,1.0,40.5,3.0,41.5
1112,2010-11-21,TB,SF,160.0,3.5,40.5,3.5,41.5
1113,2010-11-21,SF,TB,-180.0,-3.5,40.5,-3.5,41.5
1114,2010-12-12,CIN,PIT,365.0,9.0,40.5,8.5,40.0
1115,2010-12-12,PIT,CIN,-475.0,-9.0,40.5,-8.5,40.0
1116,2011-09-11,DET,TB,110.0,3.0,40.5,1.5,43.5
1117,2011-09-11,TB,DET,-130.0,-3.0,40.5,-1.5,43.5
1118,2011-09-11,TEN,JAC,-125.0,2.5,40.5,-1.5,37.5
1119,2011-09-11,JAC,TEN,105.0,-2.5,40.5,1.5,37.5
1120,2011-09-11,SEA,SF,210.0,6.0,40.5,6.0,38.0
1121,2011-09-11,SF,SEA,-260.0,-6.0,40.5,-6.0,38.0
1122,2011-11-06,CIN,TEN,110.0,3.0,40.5,2.5,41.5
1123,2011-11-06,TEN,CIN,-130.0,-3.0,40.5,-2.5,41.5
1124,2011-12-11,SF,ARI,-175.0,-3.5,40.5,-3.5,39.0
1125,2011-12-11,ARI,SF,155.0,3.5,40.5,3.5,39.0
1126,2011-12-18,TEN,IND,-295.0,-7.0,40.5,-6.5,41.5
1127,2011-12-18,IND,TEN,235.0,7.0,40.5,6.5,41.5
1128,2011-12-22,HOU,IND,-320.0,-6.5,40.5,-7.0,40.5
1129,2011-12-22,IND,HOU,260.0,6.5,40.5,7.0,40.5
1130,2012-01-01,TEN,HOU,-125.0,-1.5,40.5,-1.5,38.5
1131,2012-01-01,HOU,TEN,105.0,1.5,40.5,1.5,38.5
1132,2012-09-23,NYJ,MIA,-150.0,-3.0,40.5,-3.0,40.5
1133,2012-09-23,MIA,NYJ,130.0,3.0,40.5,3.0,40.5
1134,2012-09-30,SF,NYJ,-200.0,-3.5,40.5,-3.5,41.0
1135,2012-09-30,NYJ,SF,170.0,3.5,40.5,3.5,41.0
1136,2012-09-30,SEA,STL,-135.0,-2.5,40.5,-2.0,39.0
1137,2012-09-30,STL,SEA,115.0,2.5,40.5,2.0,39.0
1138,2012-10-08,HOU,NYJ,-500.0,-7.0,40.5,-10.0,40.5
1139,2012-10-08,NYJ,HOU,400.0,7.0,40.5,10.0,40.5
1140,2012-10-28,MIA,NYJ,-105.0,3.0,40.5,1.0,39.0
1141,2012-10-28,NYJ,MIA,-115.0,-3.0,40.5,-1.0,39.0
1142,2012-12-09,CHI,MIN,-135.0,-3.0,40.5,0.0,40.5
1143,2012-12-09,MIN,CHI,115.0,3.0,40.5,0.0,40.5
1144,2012-12-23,SF,SEA,120.0,1.0,40.5,1.5,40.5
1145,2012-12-23,SEA,SF,-140.0,-1.0,40.5,-1.5,40.5
1146,2012-12-30,STL,SEA,415.0,9.5,40.5,11.0,42.0
1147,2012-12-30,SEA,STL,-525.0,-9.5,40.5,-11.0,42.0
1148,2013-09-08,KC,JAC,-200.0,-3.0,40.5,-4.5,43.0
1149,2013-09-08,JAC,KC,170.0,3.0,40.5,4.5,43.0
1150,2013-09-08,ARI,STL,157.0,6.0,40.5,4.5,43.0
1151,2013-09-08,STL,ARI,-180.0,-6.0,40.5,-4.5,43.0
1152,2013-09-15,MIN,CHI,210.0,6.0,40.5,6.5,41.5
