,Date,Team,Opp,ML,Spread,Total,SpreadClose,TotalClose
422,2007-09-23,STL,TB,160.0,3.0,38.0,3.5,39.0
423,2007-09-23,TB,STL,-190.0,-3.0,38.0,-3.5,39.0
424,2007-09-30,BAL,CLE,-190.0,-4.5,38.0,-3.5,40.0
425,2007-09-30,CLE,BAL,160.0,4.5,38.0,3.5,40.0
426,2007-10-14,STL,BAL,370.0,9.5,38.0,9.0,36.5
427,2007-10-14,BAL,STL,-450.0,-9.5,38.0,-9.0,36.5
428,2007-10-14,TEN,TB,110.0,3.0,38.0,2.0,37.0
429,2007-10-14,TB,TEN,-130.0,-3.0,38.0,-2.0,37.0
430,2007-10-21,ARI,WAS,315.0,6.0,38.0,8.0,35.5
431,2007-10-21,WAS,ARI,-375.0,-6.0,38.0,-8.0,35.5
432,2007-10-21,KC,OAK,115.0,3.0,38.0,2.0,37.5
433,2007-10-21,OAK,KC,-135.0,-3.0,38.0,-2.0,37.5
434,2007-11-11,PHI,WAS,130.0,3.0,38.0,2.5,37.5
435,2007-11-11,WAS,PHI,-150.0,-3.0,38.0,-2.5,37.5
436,2007-11-18,CAR,GB,400.0,10.0,38.0,10.0,37.0
437,2007-11-18,GB,CAR,-500.0,-10.0,38.0,-10.0,37.0
438,2007-11-25,SF,ARI,450.0,10.5,38.0,10.0,37.5
439,2007-11-25,ARI,SF,-550.0,-10.5,38.0,-10.0,37.5
440,2007-12-02,NYJ,MIA,115.0,1.0,38.0,2.0,37.0
441,2007-12-02,MIA,NYJ,-135.0,-1.0,38.0,-2.0,37.0
442,2007-12-06,CHI,WAS,155.0,3.0,38.0,3.0,39.5
443,2007-12-06,WAS,CHI,-175.0,-3.0,38.0,-3.0,39.5
444,2007-12-16,JAC,PIT,145.0,5.5,38.0,3.0,35.0
445,2007-12-16,PIT,JAC,-165.0,-5.5,38.0,-3.0,35.0
446,2007-12-23,NYJ,TEN,290.0,9.5,38.0,8.0,37.5
447,2007-12-23,TEN,NYJ,-350.0,-9.5,38.0,-8.0,37.5
448,2007-12-30,BUF,PHI,330.0,7.0,38.0,9.0,38.5
449,2007-12-30,PHI,BUF,-400.0,-7.0,38.0,-9.0,38.5
450,2007-12-30,DET,GB,160.0,6.0,38.0,3.0,38.5
451,2007-12-30,GB,DET,-190.0,-6.0,38.0,-3.0,38.5
452,2008-11-09,CAR,OAK,-450.0,-9.0,38.0,-10.0,37.5
453,2008-11-09,OAK,CAR,325.0,9.0,38.0,10.0,37.5
454,2008-12-08,TB,CAR,155.0,3.0,38.0,3.0,40.0
455,2008-12-08,CAR,TB,-175.0,-3.0,38.0,-3.0,40.0
456,2008-12-15,CLE,PHI,600.0,14.0,38.0,16.0,40.0
457,2008-12-15,PHI,CLE,-800.0,-14.0,38.0,-16.0,40.0
458,2008-12-28,TEN,IND,-145.0,-3.0,38.0,-3.0,39.5
459,2008-12-28,IND,TEN,125.0,3.0,38.0,3.0,39.5
460,2009-09-20,STL,WAS,400.0,9.5,38.0,10.0,37.0
461,2009-09-20,WAS,STL,-525.0,-9.5,38.0,-10.0,37.0
462,2009-09-20,PIT,CHI,-145.0,-3.0,38.0,-3.0,38.5
463,2009-09-20,CHI,PIT,125.0,3.0,38.0,3.0,38.5
464,2009-09-27,TEN,NYJ,110.0,2.0,38.0,1.0,36.0
465,2009-09-27,NYJ,TEN,-130.0,-2.0,38.0,-1.0,36.0
466,2009-10-04,DET,CHI,400.0,11.0,38.0,9.5,43.0
467,2009-10-04,CHI,DET,-500.0,-11.0,38.0,-9.5,43.0
468,2009-10-04,STL,SF,360.0,11.5,38.0,9.5,36.5
469,2009-10-04,SF,STL,-460.0,-11.5,38.0,-9.5,36.5
470,2009-10-18,CLE,PIT,675.0,13.5,38.0,14.0,38.0
471,2009-10-18,PIT,CLE,-950.0,-13.5,38.0,-14.0,38.0
472,2009-10-18,BUF,NYJ,350.0,9.5,38.0,9.5,35.5
473,2009-10-18,NYJ,BUF,-450.0,-9.5,38.0,-9.5,35.5
474,2009-10-18,TEN,NE,350.0,9.0,38.0,9.5,38.5
475,2009-10-18,NE,TEN,-450.0,-9.0,38.0,-9.5,38.5
476,2010-01-03,BAL,OAK,-490.0,-10.0,38.0,-10.0,39.0
477,2010-01-03,OAK,BAL,413.0,10.0,38.0,10.0,39.0
478,2010-09-12,SF,SEA,-175.0,-1.5,38.0,-3.0,37.0
479,2010-09-12,SEA,SF,155.0,1.5,38.0,3.0,37.0
480,2010-09-26,CLE,BAL,500.0,10.0,38.0,12.5,36.5
481,2010-09-26,BAL,CLE,-700.0,-10.0,38.0,-12.5,36.5
482,2010-09-26,WAS,STL,-240.0,-5.0,38.0,-5.0,39.0
483,2010-09-26,STL,WAS,200.0,5.0,38.0,5.0,39.0
484,2010-10-03,CIN,CLE,-130.0,-3.0,38.0,-2.5,37.0
485,2010-10-03,CLE,CIN,110.0,3.0,38.0,2.5,37.0
486,2010-10-03,SEA,STL,-130.0,-1.5,38.0,-2.0,40.0
487,2010-10-03,STL,SEA,110.0,1.5,38.0,2.0,40.0
488,2010-10-10,PHI,SF,155.0,3.0,38.0,3.5,39.5
489,2010-10-10,SF,PHI,-175.0,-3.0,38.0,-3.5,39.5
490,2010-10-24,STL,TB,140.0,1.0,38.0,3.0,39.0
491,2010-10-24,TB,STL,-160.0,-1.0,38.0,-3.0,39.0
492,2010-11-14,MIN,CHI,-110.0,-1.5,38.0,-1.0,40.5
493,2010-11-14,CHI,MIN,-110.0,1.5,38.0,1.0,40.5
494,2010-11-14,STL,SF,195.0,5.5,38.0,5.0,38.5
495,2010-11-14,SF,STL,-235.0,-5.5,38.0,-5.0,38.5
496,2010-11-28,MIA,OAK,130.0,2.5,38.0,3.0,38.0
497,2010-11-28,OAK,MIA,-150.0,-2.5,38.0,-3.0,38.0
498,2010-12-28,MIN,PHI,685.0,13.5,38.0,14.5,44.5
499,2010-12-28,PHI,MIN,-970.0,-13.5,38.0,-14.5,44.5
500,2011-01-02,PIT,CLE,-260.0,-6.0,38.0,-6.5,38.5
501,2011-01-02,CLE,PIT,220.0,6.0,38.0,6.5,38.5
502,2011-01-02,ARI,SF,220.0,7.0,38.0,6.0,39.0
503,2011-01-02,SF,ARI,-260.0,-7.0,38.0,-6.0,39.0
504,2011-09-11,CAR,ARI,260.0,3.0,38.0,6.5,37.5
505,2011-09-11,ARI,CAR,-320.0,-3.0,38.0,-6.5,37.5
506,2011-10-16,IND,CIN,200.0,7.0,38.0,4.5,40.5
507,2011-10-16,CIN,IND,-240.0,-7.0,38.0,-4.5,40.5
508,2011-12-24,SF,SEA,-140.0,-3.0,38.0,-2.5,37.0
509,2011-12-24,SEA,SF,120.0,3.0,38.0,2.5,37.0
510,2012-09-09,JAC,MIN,165.0,4.5,38.0,3.0,38.0
511,2012-09-09,MIN,JAC,-185.0,-4.5,38.0,-3.0,38.0
512,2012-10-14,STL,MIA,-240.0,3.0,38.0,5.5,38.0
513,2012-10-14,MIA,STL,-240.0,-3.0,38.0,-5.5,38.0
514,2012-11-11,STL,SF,500.0,12.0,38.0,13.5,37.5
515,2012-11-11,SF,STL,-700.0,-12.0,38.0,-13.5,37.5
516,2012-11-18,NYJ,STL,165.0,3.0,38.0,3.5,39.5
517,2012-11-18,STL,NYJ,-185.0,-3.0,38.0,-3.5,39.5
518,2012-11-25,MIN,CHI,235.0,6.5,38.0,6.0,38.5
519,2012-11-25,CHI,MIN,-275.0,-6.5,38.0,-6.0,38.5
520,2012-11-25,SEA,MIA,-185.0,-3.0,38.0,-3.0,38.0
521,2012-11-25,MIA,SEA,165.0,3.0,38.0,3.0,38.0
522,2012-12-02,ARI,NYJ,210.0,3.5,38.0,6.5,37.0
523,2012-12-02,NYJ,ARI,-250.0,-3.5,38.0,-6.5,37.0
524,2014-09-14,STL,TB,180.0,3.5,38.0,4.0,37.5
525,2014-09-14,TB,STL,-215.0,-3.5,38.0,-4.0,37.5
526,2015-01-03,ARI,CAR,212.0,4.5,38.0,5.5,37.5
527,2015-01-03,CAR,ARI,-256.0,-4.5,38.0,-5.5,37.5
528,2016-12-25,DEN,KC,170.0,4.5,38.0,3.5,38.5
529,2016-12-25,KC,DEN,-200.0,-4.5,38.0,-3.5,38.5
530,2017-10-26,MIA,BAL,135.0,3.0,38.0,3.0,38.0
531,2017-10-26,BAL,MIA,-155.0,-3.0,38.0,-3.0,38.0
532,2017-11-12,GB,CHI,190.0,5.0,38.0,5.0,37.5
533,2017-11-12,CHI,GB,-240.0,-5.0,38.0,-5.0,37.5
534,2017-11-19,BAL,GB,-135.0,-2.5,38.0,-2.5,38.5
535,2017-11-19,GB,BAL,115.0,2.5,38.0,2.5,38.5
536,2017-11-19,JAC,CLE,-340.0,-9.0,38.0,-7.0,37.0
537,2017-11-19,CLE,JAC,270.0,9.0,38.0,7.0,37.0
538,2017-11-26,CLE,CIN,300.0,9.0,38.0,7.5,39.0
539,2017-11-26,CIN,CLE,-400.0,-9.0,38.0,-7.5,39.0
540,2017-11-26,JAC,ARI,-270.0,-5.0,38.0,-6.5,36.5
541,2017-11-26,ARI,JAC,220.0,5.0,38.0,6.5,36.5
542,2017-11-27,HOU,BAL,310.0,7.0,38.0,7.5,39.5
543,2017-11-27,BAL,HOU,-390.0,-7.0,38.0,-7.5,39.5
544,2018-09-30,NYJ,JAC,280.0,9.0,38.0,7.0,40.5
545,2018-09-30,JAC,NYJ,-360.0,-9.0,38.0,-7.0,40.5
546,2018-11-25,JAC,BUF,-170.0,-4.0,38.0,-3.0,36.5
547,2018-11-25,BUF,JAC,145.0,4.0,38.0,3.0,36.5
548,2018-12-06,JAC,TEN,200.0,4.0,38.0,5.5,37.0
549,2018-12-06,TEN,JAC,-250.0,-4.0,38.0,-5.5,37.0
550,2018-12-09,NYJ,BUF,180.0,-9.0,38.0,4.0,37.0
551,2018-12-09,BUF,NYJ,-220.0,9.0,38.0,-4.0,37.0
552,2018-12-16,DET,BUF,130.0,0.0,38.0,2.5,39.5
553,2018-12-16,BUF,DET,-150.0,0.0,38.0,-2.5,39.5
554,2018-12-30,MIA,BUF,225.0,3.0,38.0,5.5,39.5
555,2018-12-30,BUF,MIA,-275.0,-3.0,38.0,-5.5,39.5
556,2019-09-29,JAC,DEN,125.0,3.0,38.0,2.5,37.0
557,2019-09-29,DEN,JAC,-145.0,-3.0,38.0,-2.5,37.0
558,2019-10-06,BUF,TEN,160.0,2.5,38.0,3.5,38.5
559,2019-10-06,TEN,BUF,-190.0,-2.5,38.0,-3.5,38.5
560,2019-12-01,LAC,DEN,-220.0,-1.0,38.0,-4.5,38.5
561,2019-12-01,DEN,LAC,180.0,1.0,38.0,4.5,38.5
562,2007-09-09,KC,HOU,170.0,0.0,38.5,3.0,37.5
563,2007-09-09,HOU,KC,-200.0,0.0,38.5,-3.0,37.5
564,2007-10-21,TEN,HOU,120.0,3.0,38.5,2.5,37.5
565,2007-10-21,HOU,TEN,-140.0,-3.0,38.5,-2.5,37.5
566,2007-10-21,PIT,DEN,-230.0,-3.5,38.5,-4.0,38.0
567,2007-10-21,DEN,PIT,190.0,3.5,38.5,4.0,38.0
568,2007-11-11,CHI,OAK,-190.0,-3.0,38.5,-3.5,38.0
569,2007-11-11,OAK,CHI,160.0,3.0,38.5,3.5,38.0
570,2007-11-25,BAL,SD,395.0,9.5,38.5,9.5,39.0
571,2007-11-25,SD,BAL,-475.0,-9.5,38.5,-9.5,39.0
572,2008-01-05,JAC,PIT,-150.0,0.0,38.5,-2.0,40.5
573,2008-01-05,PIT,JAC,130.0,0.0,38.5,2.0,40.5
574,2008-09-08,MIN,GB,110.0,3.0,38.5,2.5,37.5
575,2008-09-08,GB,MIN,-130.0,-3.0,38.5,-2.5,37.5
576,2008-09-14,ATL,TB,260.0,9.0,38.5,7.0,37.5
577,2008-09-14,TB,ATL,-320.0,-9.0,38.5,-7.0,37.5
578,2008-10-26,KC,NYJ,525.0,13.0,38.5,13.0,39.0
579,2008-10-26,NYJ,KC,-750.0,-13.0,38.5,-13.0,39.0
580,2008-12-28,OAK,TB,400.0,14.0,38.5,11.0,39.5
581,2008-12-28,TB,OAK,-600.0,-14.0,38.5,-11.0,39.5
582,2009-09-27,WAS,DET,-260.0,-6.5,38.5,-6.5,39.5
583,2009-09-27,DET,WAS,220.0,6.5,38.5,6.5,39.5
584,2009-10-04,CIN,CLE,-280.0,-4.0,38.5,-6.5,37.5
585,2009-10-04,CLE,CIN,240.0,4.0,38.5,6.5,37.5
586,2009-10-04,BUF,MIA,-130.0,1.5,38.5,1.5,37.5
587,2009-10-04,MIA,BUF,110.0,-1.5,38.5,-1.5,37.5
588,2009-10-26,PHI,WAS,-400.0,-6.5,38.5,-9.0,38.0
589,2009-10-26,WAS,PHI,320.0,6.5,38.5,9.0,38.0
590,2009-12-13,BUF,KC,-145.0,1.5,38.5,-2.5,38.0
591,2009-12-13,KC,BUF,125.0,-1.5,38.5,2.5,38.0
592,2010-09-19,KC,CLE,150.0,2.5,38.5,3.0,38.0
593,2010-09-19,CLE,KC,-170.0,-2.5,38.5,-3.0,38.0
594,2010-09-19,BAL,CIN,-140.0,-1.0,38.5,-3.0,39.5
595,2010-09-19,CIN,BAL,120.0,1.0,38.5,3.0,39.5
596,2010-09-19,PIT,TEN,220.0,6.0,38.5,6.0,37.0
597,2010-09-19,TEN,PIT,-260.0,-6.0,38.5,-6.0,37.0
598,2010-09-19,STL,OAK,155.0,3.5,38.5,3.0,37.5
599,2010-09-19,OAK,STL,-175.0,-3.5,38.5,-3.0,37.5
600,2010-10-10,TB,CIN,250.0,7.0,38.5,7.0,38.5
601,2010-10-10,CIN,TB,-300.0,-7.0,38.5,-7.0,38.5
602,2010-11-29,SF,ARI,-140.0,-2.5,38.5,-2.0,42.0
603,2010-11-29,ARI,SF,120.0,2.5,38.5,2.0,42.0
604,2011-01-23,NYJ,PIT,170.0,4.0,38.5,4.0,38.0
605,2011-01-23,PIT,NYJ,-200.0,-4.0,38.5,-4.0,38.0
606,2011-09-18,SEA,PIT,650.0,12.5,38.5,14.0,40.0
607,2011-09-18,PIT,SEA,-900.0,-12.5,38.5,-14.0,40.0
608,2011-09-25,PIT,IND,-650.0,-11.0,38.5,-11.5,40.0
609,2011-09-25,IND,PIT,475.0,11.0,38.5,11.5,40.0
610,2011-10-09,KC,IND,110.0,2.0,38.5,0.0,37.5
611,2011-10-09,IND,KC,-130.0,-2.0,38.5,0.0,37.5
612,2011-10-16,JAC,PIT,450.0,13.0,38.5,12.0,40.0
613,2011-10-16,PIT,JAC,-600.0,-13.0,38.5,-12.0,40.0
614,2011-10-30,CIN,SEA,-130.0,-2.5,38.5,-1.5,37.5
615,2011-10-30,SEA,CIN,110.0,2.5,38.5,1.5,37.5
616,2011-12-04,KC,CHI,320.0,9.0,38.5,9.0,35.5
617,2011-12-04,CHI,KC,-400.0,-9.0,38.5,-9.0,35.5
618,2011-12-18,CIN,STL,-335.0,-6.5,38.5,-7.0,38.5
619,2011-12-18,STL,CIN,265.0,6.5,38.5,7.0,38.5
620,2012-01-07,CIN,HOU,175.0,3.0,38.5,4.0,38.5
621,2012-01-07,HOU,CIN,-210.0,-3.0,38.5,-4.0,38.5
622,2012-01-15,HOU,BAL,295.0,7.0,38.5,8.0,37.5
623,2012-01-15,BAL,HOU,-355.0,-7.0,38.5,-8.0,37.5
624,2012-10-04,ARI,STL,-125.0,-1.0,38.5,-1.5,38.0
625,2012-10-04,STL,ARI,105.0,1.0,38.5,1.5,38.0
626,2012-11-11,NYJ,SEA,175.0,5.5,38.5,5.0,38.5
627,2012-11-11,SEA,NYJ,-210.0,-5.5,38.5,-5.0,38.5
628,2012-12-16,MIN,STL,115.0,3.0,38.5,1.5,39.5
629,2012-12-16,STL,MIN,-135.0,-3.0,38.5,-1.5,39.5
630,2012-12-16,WAS,CLE,185.0,3.0,38.5,4.0,40.0
631,2012-12-16,CLE,WAS,-220.0,-3.0,38.5,-4.0,40.0
632,2012-12-30,ARI,SF,915.0,15.0,38.5,16.0,38.5
633,2012-12-30,SF,ARI,-1365.0,-15.0,38.5,-16.0,38.5
634,2013-09-22,CHI,PIT,-135.0,-2.0,38.5,-2.0,41.0
635,2013-09-22,PIT,CHI,115.0,2.0,38.5,2.0,41.0
636,2013-10-20,SF,TEN,-170.0,-5.0,38.5,-3.0,41.0
637,2013-10-20,TEN,SF,150.0,5.0,38.5,3.0,41.0
638,2013-10-24,CAR,TB,-265.0,-3.5,38.5,-6.5,38.5
639,2013-10-24,TB,CAR,220.0,3.5,38.5,6.5,38.5
640,2013-12-01,MIA,NYJ,-115.0,3.0,38.5,-1.0,40.0
641,2013-12-01,NYJ,MIA,-105.0,-3.0,38.5,1.0,40.0
642,2014-12-14,SF,SEA,360.0,8.5,38.5,9.5,38.5
643,2014-12-14,SEA,SF,-440.0,-8.5,38.5,-9.5,38.5
644,2017-09-14,HOU,CIN,199.0,3.0,38.5,5.0,38.5
645,2017-09-14,CIN,HOU,-240.0,-3.0,38.5,-5.0,38.5
646,2017-10-08,BUF,CIN,145.0,1.0,38.5,3.0,39.0
647,2017-10-08,CIN,BUF,-170.0,-1.0,38.5,-3.0,39.0
648,2017-10-22,NYJ,MIA,142.0,3.5,38.5,3.0,39.5
649,2017-10-22,MIA,NYJ,-165.0,-3.5,38.5,-3.0,39.5
650,2017-12-17,MIA,BUF,160.0,4.0,38.5,3.5,40.0
651,2017-12-17,BUF,MIA,-190.0,-4.0,38.5,-3.5,40.0
652,2017-12-24,CLE,CHI,190.0,7.0,38.5,5.5,36.5
653,2017-12-24,CHI,CLE,-240.0,-7.0,38.5,-5.5,36.5
654,2018-01-21,MIN,PHI,-155.0,-3.0,38.5,-3.0,39.0
655,2018-01-21,PHI,MIN,135.0,3.0,38.5,3.0,39.0
656,2019-09-08,BUF,NYJ,120.0,3.5,38.5,2.5,41.0
657,2019-09-08,NYJ,BUF,-140.0,-3.5,38.5,-2.5,41.0
658,2019-10-20,NO,CHI,180.0,4.0,38.5,4.0,37.0
659,2019-10-20,CHI,NO,-220.0,-4.0,38.5,-4.0,37.0
660,2019-11-17,DEN,MIN,375.0,10.5,38.5,9.5,40.5
661,2019-11-17,MIN,DEN,-500.0,-10.5,38.5,-9.5,40.5
662,2019-12-21,BUF,NE,250.0,6.5,38.5,6.5,39.0
663,2019-12-21,NE,BUF,-310.0,-6.5,38.5,-6.5,39.0
664,2019-12-22,PIT,NYJ,-180.0,-3.0,38.5,-3.0,36.5
665,2019-12-22,NYJ,PIT,150.0,3.0,38.5,3.0,36.5
666,2007-09-09,DET,OAK,140.0,2.5,39.0,2.5,39.5
667,2007-09-09,OAK,DET,-160.0,-2.5,39.0,-2.5,39.5
668,2007-09-16,DAL,MIA,-175.0,-4.0,39.0,-3.0,39.0
669,2007-09-16,MIA,DAL,155.0,4.0,39.0,3.0,39.0
670,2007-11-04,GB,KC,130.0,1.0,39.0,2.5,37.5
671,2007-11-04,KC,GB,-150.0,-1.0,39.0,-2.5,37.5
672,2007-12-09,MIN,SF,-350.0,-7.0,39.0,-7.5,39.0
673,2007-12-09,SF,MIN,290.0,7.0,39.0,7.5,39.0
674,2007-12-16,ATL,TB,600.0,11.5,39.0,13.0,37.5
675,2007-12-16,TB,ATL,-800.0,-11.5,39.0,-13.0,37.5
676,2007-12-23,BAL,SEA,625.0,10.5,39.0,13.0,38.5
677,2007-12-23,SEA,BAL,-825.0,-10.5,39.0,-13.0,38.5
678,2007-12-30,DAL,WAS,340.0,7.0,39.0,9.0,38.5
679,2007-12-30,WAS,DAL,-410.0,-7.0,39.0,-9.0,38.5
680,2008-09-21,CLE,BAL,125.0,1.5,39.0,2.5,37.0
681,2008-09-21,BAL,CLE,-145.0,-1.5,39.0,-2.5,37.0
682,2008-09-28,ATL,CAR,255.0,9.0,39.0,7.0,39.0
683,2008-09-28,CAR,ATL,-305.0,-9.0,39.0,-7.0,39.0
684,2008-10-12,BAL,IND,175.0,7.0,39.0,4.0,39.0
685,2008-10-12,IND,BAL,-210.0,-7.0,39.0,-4.0,39.0
686,2008-10-19,SEA,TB,350.0,12.0,39.0,11.5,40.0
687,2008-10-19,TB,SEA,-500.0,-12.0,39.0,-11.5,40.0
688,2008-11-09,IND,PIT,155.0,3.5,39.0,3.0,39.0
689,2008-11-09,PIT,IND,-175.0,-3.5,39.0,-3.0,39.0
690,2008-11-23,PHI,BAL,105.0,0.0,39.0,2.0,39.5
691,2008-11-23,BAL,PHI,-125.0,0.0,39.0,-2.0,39.5
692,2008-12-20,BAL,DAL,200.0,5.0,39.0,5.5,39.0
693,2008-12-20,DAL,BAL,-240.0,-5.0,39.0,-5.5,39.0
694,2009-10-11,CLE,BUF,210.0,6.0,39.0,5.5,42.0
695,2009-10-11,BUF,CLE,-250.0,-6.0,39.0,-5.5,42.0
696,2009-11-15,JAC,NYJ,235.0,6.0,39.0,6.5,41.0
697,2009-11-15,NYJ,JAC,-275.0,-6.0,39.0,-6.5,41.0
698,2009-11-22,CLE,DET,160.0,4.5,39.0,3.0,37.5
699,2009-11-22,DET,CLE,-190.0,-4.5,39.0,-3.0,37.5
700,2009-11-22,PIT,KC,-700.0,-9.5,39.0,-11.0,39.5
701,2009-11-22,KC,PIT,500.0,9.5,39.0,11.0,39.5
702,2009-12-20,TB,SEA,240.0,7.0,39.0,6.5,39.0
703,2009-12-20,SEA,TB,-280.0,-7.0,39.0,-6.5,39.0
704,2009-12-27,BAL,PIT,125.0,2.0,39.0,3.0,43.0
705,2009-12-27,PIT,BAL,-145.0,-2.0,39.0,-3.0,43.0
706,2010-01-03,KC,DEN,350.0,11.0,39.0,9.0,38.0
707,2010-01-03,DEN,KC,-440.0,-11.0,39.0,-9.0,38.0
708,2010-09-19,TB,CAR,175.0,3.5,39.0,4.0,37.5
709,2010-09-19,CAR,TB,-210.0,-3.5,39.0,-4.0,37.5
710,2010-09-19,NE,NYJ,-155.0,-1.0,39.0,-3.0,39.5
711,2010-09-19,NYJ,NE,135.0,1.0,39.0,3.0,39.5
712,2010-10-10,DEN,BAL,310.0,7.0,39.0,8.0,39.5
713,2010-10-10,BAL,DEN,-380.0,-7.0,39.0,-8.0,39.5
714,2010-12-26,BAL,CLE,-200.0,-3.0,39.0,-4.0,40.0
715,2010-12-26,CLE,BAL,170.0,3.0,39.0,4.0,40.0
716,2011-09-11,NYG,WAS,-110.0,-3.0,39.0,0.0,40.5
717,2011-09-11,WAS,NYG,-110.0,3.0,39.0,0.0,40.5
718,2011-10-24,BAL,JAC,-600.0,-9.0,39.0,-10.5,39.0
719,2011-10-24,JAC,BAL,450.0,9.0,39.0,10.5,39.0
720,2011-11-24,SF,BAL,150.0,4.5,39.0,3.5,40.5
721,2011-11-24,BAL,SF,-170.0,-4.5,39.0,-3.5,40.5
722,2011-11-27,ARI,STL,115.0,3.0,39.0,2.5,40.0
723,2011-11-27,STL,ARI,-135.0,-3.0,39.0,-2.5,40.0
724,2011-12-19,PIT,SF,130.0,1.0,39.0,3.0,36.5
725,2011-12-19,SF,PIT,-150.0,-1.0,39.0,-3.0,36.5
726,2011-12-24,JAC,TEN,310.0,7.5,39.0,8.0,38.5
727,2011-12-24,TEN,JAC,-380.0,-7.5,39.0,-8.0,38.5
728,2011-12-24,CLE,BAL,500.0,13.5,39.0,11.0,38.5
729,2011-12-24,BAL,CLE,-650.0,-13.5,39.0,-11.0,38.5
730,2011-12-24,STL,PIT,425.0,16.0,39.0,10.0,34.0
731,2011-12-24,PIT,STL,-550.0,-16.0,39.0,-10.0,34.0
732,2012-01-01,CHI,MIN,115.0,-1.0,39.0,1.5,41.5
733,2012-01-01,MIN,CHI,-135.0,1.0,39.0,-1.5,41.5
734,2012-01-01,BAL,CIN,-150.0,-3.0,39.0,-3.0,38.0
735,2012-01-01,CIN,BAL,130.0,3.0,39.0,3.0,38.0
736,2012-11-04,MIN,SEA,200.0,4.0,39.0,4.5,38.5
737,2012-11-04,SEA,MIN,-235.0,-4.0,39.0,-4.5,38.5
738,2013-09-22,BUF,NYJ,120.0,2.0,39.0,2.5,41.0
739,2013-09-22,NYJ,BUF,-140.0,-2.0,39.0,-2.5,41.0
740,2013-09-29,NYJ,TEN,145.0,5.0,39.0,3.5,40.5
741,2013-09-29,TEN,NYJ,-165.0,-5.0,39.0,-3.5,40.5
742,2014-09-28,CAR,BAL,145.0,3.0,39.0,3.0,42.5
743,2014-09-28,BAL,CAR,-165.0,-3.0,39.0,-3.0,42.5
744,2017-10-22,SEA,NYG,-210.0,-7.0,39.0,-4.0,38.5
745,2017-10-22,NYG,SEA,175.0,7.0,39.0,4.0,38.5
746,2017-11-05,ARI,SF,-135.0,-1.0,39.0,-2.5,39.0
747,2017-11-05,SF,ARI,115.0,1.0,39.0,2.5,39.0
748,2017-11-19,ARI,HOU,115.0,0.0,39.0,2.5,38.5
749,2017-11-19,HOU,ARI,-135.0,0.0,39.0,-2.5,38.5
750,2018-09-23,TEN,JAC,390.0,9.0,39.0,10.0,39.5
751,2018-09-23,JAC,TEN,-510.0,-9.0,39.0,-10.0,39.5
752,2019-09-29,MIN,CHI,-110.0,3.0,39.0,0.0,38.5
753,2019-09-29,CHI,MIN,-110.0,-3.0,39.0,0.0,38.5
754,2019-11-17,BUF,MIA,-350.0,-7.5,39.0,-7.0,41.5
755,2019-11-17,MIA,BUF,275.0,7.5,39.0,7.0,41.5
756,2007-09-30,HOU,ATL,-140.0,-3.0,39.5,-2.5,39.5
757,2007-09-30,ATL,HOU,120.0,3.0,39.5,2.5,39.5
758,2007-09-30,TB,CAR,135.0,3.0,39.5,3.0,38.5
759,2007-09-30,CAR,TB,-155.0,-3.0,39.5,-3.0,38.5
760,2007-10-07,SEA,PIT,190.0,6.0,39.5,5.0,41.0
761,2007-10-07,PIT,SEA,-230.0,-6.0,39.5,-5.0,41.0
762,2007-10-28,PHI,MIN,-110.0,-1.5,39.5,0.0,37.5
763,2007-10-28,MIN,PHI,-110.0,1.5,39.5,0.0,37.5
764,2007-11-12,SF,SEA,315.0,9.5,39.5,8.5,37.5
765,2007-11-12,SEA,SF,-375.0,-9.5,39.5,-8.5,37.5
766,2007-11-19,TEN,DEN,-105.0,3.0,39.5,1.0,38.0
767,2007-11-19,DEN,TEN,-115.0,-3.0,39.5,-1.0,38.0
768,2007-12-23,OAK,JAC,700.0,13.0,39.5,14.0,40.5
769,2007-12-23,JAC,OAK,-1000.0,-13.0,39.5,-14.0,40.5
770,2007-12-30,SEA,ATL,-130.0,-3.5,39.5,-2.0,38.5
771,2007-12-30,ATL,SEA,110.0,3.5,39.5,2.0,38.5
772,2008-01-06,NYG,TB,145.0,3.0,39.5,3.0,39.5
773,2008-01-06,TB,NYG,-165.0,-3.0,39.5,-3.0,39.5
774,2008-09-07,SEA,BUF,115.0,0.0,39.5,1.0,38.5
775,2008-09-07,BUF,SEA,-135.0,0.0,39.5,-1.0,38.5
776,2008-09-14,TEN,CIN,-120.0,0.0,39.5,0.0,37.0
777,2008-09-14,CIN,TEN,100.0,0.0,39.5,0.0,37.0
778,2008-09-14,MIA,ARI,230.0,8.0,39.5,6.5,40.5
779,2008-09-14,ARI,MIA,-270.0,-8.0,39.5,-6.5,40.5
780,2008-10-19,MIN,CHI,155.0,3.0,39.5,3.0,38.0
781,2008-10-19,CHI,MIN,-175.0,-3.0,39.5,-3.0,38.0
782,2008-11-09,TEN,CHI,-140.0,-3.0,39.5,-3.0,37.0
783,2008-11-09,CHI,TEN,120.0,3.0,39.5,3.0,37.0
784,2008-11-16,OAK,MIA,350.0,12.0,39.5,10.0,37.5
785,2008-11-16,MIA,OAK,-500.0,-12.0,39.5,-10.0,37.5
786,2008-11-16,MIN,TB,190.0,4.0,39.5,5.0,39.0
787,2008-11-16,TB,MIN,-230.0,-4.0,39.5,-5.0,39.0
